TXN-00064775,841.28
TXN-00044971,315.53
TXN-00040714,96.23
TXN-00028800,512.2
TXN-00005129,463.17
TXN-00022723,15.27
TXN-00078655,824.52
TXN-00026843,335.61
TXN-00039087,704.53
TXN-00058466,72.53
TXN-00024690,423.16
TXN-00008824,628.8
TXN-00093146,475.2
TXN-00064060,337.41
TXN-00025334,759.85
TXN-00012067,441.55
CORRUPT_DATA_#@!,463.57
TXN-00048248,139.16
TXN-00042088,175.62
TXN-00082241,628.19
TXN-00020629,93.32
TXN-00023281,384.54
TXN-00004193,540.66
TXN-00098418,109.71
TXN-00098027,664.19
TXN-00094647,923.88
TXN-00098696,809.07
TXN-00099931,680.32
CORRUPT_DATA_#@!,414.87
TXN-00008057,266.4
TXN-00060454,89.86
TXN-00077088,995.0
TXN-00079352,475.58
TXN-00070267,648.59
TXN-00004063,962.57
TXN-00030408,525.02
TXN-00037023,242.35
TXN-00038649,542.75
TXN-00089044,990.97
TXN-00077916,593.84
TXN-00060932,630.73
TXN-00074267,80.82
TXN-00003826,569.28
TXN-00050578,611.26
TXN-00097730,472.72
CORRUPT_DATA_#@!,250.53
TXN-00021594,401.69
TXN-00042069,214.45
TXN-00030070,269.0
TXN-00081300,753.66
TXN-00092882,687.18
TXN-00020858,579.19
TXN-00054273,330.74
TXN-00099139,92.64
TXN-00020250,258.36
CORRUPT_DATA_#@!,73.76
TXN-00084627,677.94
TXN-00071561,991.32
TXN-00082770,205.9
CORRUPT_DATA_#@!,103.21
TXN-00034848,748.88
TXN-00035357,556.04
TXN-00088819,392.31
TXN-00065351,103.24
TXN-00002071,319.88
TXN-00005783,841.92
TXN-00047973,646.67
TXN-00026616,583.31
TXN-00088214,642.07
CORRUPT_DATA_#@!,927.77
TXN-00012149,582.87
TXN-00073535,444.12
TXN-00016771,762.69
TXN-00022249,356.55
TXN-00055042,362.63
TXN-00066361,455.77
TXN-00057920,656.28
TXN-00094949,103.21
TXN-00013545,627.68
TXN-00093151,283.43
TXN-00008386,692.31
TXN-00072619,972.1
TXN-00001689,737.85
TXN-00041926,431.68
TXN-00069801,768.84
TXN-00038415,291.61
TXN-00054302,467.99
TXN-00088663,575.11
TXN-00025092,31.62
TXN-00014917,776.62
TXN-00029028,822.37
TXN-00029269,270.67
TXN-00060887,680.14
TXN-00017060,655.47
TXN-00006017,184.96
TXN-00010084,685.88
TXN-00085634,624.97
TXN-00001274,697.02
TXN-00027689,207.85
TXN-00069431,499.15
TXN-00019604,607.21
TXN-00065967,944.62
TXN-00039375,86.65
TXN-00090400,604.62
TXN-00095085,103.28
TXN-00022645,626.56
TXN-00003880,27.97
TXN-00084432,986.56
TXN-00013889,382.88
TXN-00022069,792.94
TXN-00077803,480.07
CORRUPT_DATA_#@!,375.47
TXN-00060277,812.99
TXN-00057516,395.44
TXN-00052356,209.35
TXN-00075174,665.07
TXN-00055115,826.01
TXN-00057525,528.37
TXN-00058387,598.76
TXN-00088039,771.41
TXN-00055261,181.53
TXN-00084148,196.27
TXN-00068375,437.31
TXN-00017693,874.78
TXN-00088423,138.16
TXN-00072595,431.81
TXN-00090285,52.43
TXN-00018392,110.96
TXN-00081786,910.13
TXN-00031420,783.45
TXN-00016718,875.73
TXN-00081302,764.28
TXN-00058409,300.99
TXN-00021445,68.9
TXN-00034049,351.61
TXN-00058710,968.72
TXN-00003488,271.25
TXN-00057862,619.46
TXN-00006612,178.46
TXN-00020330,623.3
TXN-00052132,368.49
TXN-00087164,698.41
TXN-00061603,122.83
CORRUPT_DATA_#@!,823.89
TXN-00098903,889.64
TXN-00041710,781.34
TXN-00060874,181.64
TXN-00052297,757.9
TXN-00091029,298.65
TXN-00015879,587.6
TXN-00005578,143.83
TXN-00054552,548.44
TXN-00067187,544.22
TXN-00094992,269.76
TXN-00008717,195.47
TXN-00040175,573.23
TXN-00081812,339.59
TXN-00011772,938.68
TXN-00006181,740.31
TXN-00095898,976.11
TXN-00012230,320.23
TXN-00026395,837.03
TXN-00084958,534.11
TXN-00007778,953.3
TXN-00085506,882.97
TXN-00058665,71.17
TXN-00038287,538.01
TXN-00006267,321.62
CORRUPT_DATA_#@!,608.11
TXN-00078395,952.56
TXN-00004618,851.13
TXN-00006265,758.14
CORRUPT_DATA_#@!,356.65
TXN-00049395,674.79
TXN-00090958,543.44
TXN-00054585,785.8
TXN-00014909,288.5
CORRUPT_DATA_#@!,921.18
TXN-00092300,15.34
TXN-00061336,997.55
TXN-00028878,337.7
TXN-00070494,955.03
TXN-00003459,284.79
TXN-00054768,128.63
TXN-00058592,154.91
TXN-00074967,780.73
TXN-00045727,118.6
TXN-00003651,463.71
TXN-00065974,366.43
TXN-00079018,24.04
TXN-00078419,271.3
TXN-00003021,191.93
TXN-00055193,996.24
TXN-00086081,480.04
TXN-00033330,373.36
TXN-00039650,98.26
TXN-00011624,139.31
TXN-00077941,676.03
TXN-00074430,518.19
TXN-00049936,519.29
TXN-00049216,291.57
TXN-00098074,718.78
TXN-00074784,370.2
TXN-00015727,273.13
TXN-00058416,107.69
TXN-00081347,312.94
TXN-00045475,200.14
TXN-00078399,817.17
CORRUPT_DATA_#@!,669.57
TXN-00060586,841.45
TXN-00046665,676.28
TXN-00002220,938.18
TXN-00070587,752.78
TXN-00095160,543.99
TXN-00003896,942.9
TXN-00038452,66.52
TXN-00018878,145.67
TXN-00029852,402.41
TXN-00021449,294.38
TXN-00044009,178.4
TXN-00066572,855.78
TXN-00007064,482.33
TXN-00017613,539.05
TXN-00046204,71.86
TXN-00015982,142.7
TXN-00082283,180.11
TXN-00073316,300.86
TXN-00038547,885.01
TXN-00032765,256.05
TXN-00014501,567.69
TXN-00064468,781.95
TXN-00016429,524.69
TXN-00075511,329.73
TXN-00016548,322.29
TXN-00011605,177.3
TXN-00052194,544.41
TXN-00062042,491.69
TXN-00020239,939.24
TXN-00052714,45.36
TXN-00075507,556.61
TXN-00062353,152.87
TXN-00008963,773.53
TXN-00079128,597.41
TXN-00025695,125.08
TXN-00009765,642.21
TXN-00028386,809.71
TXN-00085816,266.99
TXN-00067040,881.9
TXN-00009378,966.29
TXN-00094167,848.05
TXN-00019814,734.29
TXN-00066417,895.28
TXN-00092248,491.46
TXN-00084369,937.72
TXN-00083891,184.24
TXN-00038453,381.9
TXN-00042280,413.95
TXN-00082568,619.8
TXN-00052840,513.71
TXN-00043289,398.25
TXN-00094440,723.63
TXN-00017100,226.14
TXN-00036882,220.59
TXN-00015032,21.6
TXN-00017735,374.33
TXN-00082291,176.39
TXN-00060103,432.18
TXN-00040452,918.86
TXN-00061717,156.67
TXN-00075239,325.81
CORRUPT_DATA_#@!,383.75
TXN-00016238,375.81
TXN-00040910,217.58
TXN-00037896,439.39
TXN-00075199,243.29
TXN-00058044,388.14
TXN-00046791,262.69
TXN-00094643,590.36
TXN-00014829,622.14
CORRUPT_DATA_#@!,378.13
TXN-00063175,392.71
TXN-00025086,283.19
TXN-00069625,721.82
TXN-00079468,60.98
TXN-00059088,518.32
TXN-00007268,586.3
TXN-00059862,762.9
TXN-00075644,829.68
TXN-00068804,686.09
TXN-00085492,964.35
CORRUPT_DATA_#@!,407.86
TXN-00057573,77.28
TXN-00046565,65.29
TXN-00090416,620.24
TXN-00034613,283.33
TXN-00004045,846.96
TXN-00017157,467.35
TXN-00032625,268.23
TXN-00006341,963.44
TXN-00043359,737.49
TXN-00071247,351.03
TXN-00040507,692.3
TXN-00005776,572.21
TXN-00050846,565.28
TXN-00023196,790.01
TXN-00085446,245.62
TXN-00094746,77.69
TXN-00095989,382.72
TXN-00099379,527.05
TXN-00045831,523.31
TXN-00001850,310.59
CORRUPT_DATA_#@!,142.8
TXN-00032918,894.31
TXN-00089164,526.5
TXN-00036347,896.26
TXN-00073490,657.82
TXN-00018670,397.49
TXN-00012962,250.88
TXN-00001863,109.45
TXN-00058300,226.22
TXN-00082808,127.69
CORRUPT_DATA_#@!,762.13
TXN-00090728,332.5
CORRUPT_DATA_#@!,152.69
TXN-00069090,260.16
TXN-00089476,818.97
TXN-00058688,362.65
TXN-00091450,443.0
TXN-00084438,768.66
TXN-00076084,180.56
TXN-00077168,809.12
TXN-00029581,837.03
TXN-00070590,28.22
TXN-00055928,324.2
TXN-00033254,128.64
TXN-00052377,881.9
TXN-00007603,421.48
TXN-00020995,779.72
TXN-00099490,357.09
TXN-00015512,102.89
TXN-00092925,313.26
CORRUPT_DATA_#@!,914.52
CORRUPT_DATA_#@!,103.92
TXN-00034078,881.33
TXN-00009619,481.76
TXN-00064096,265.97
TXN-00001750,498.85
TXN-00027537,607.5
TXN-00059256,492.87
TXN-00034660,585.98
TXN-00061397,31.83
TXN-00083111,583.16
TXN-00041495,427.57
TXN-00023181,720.58
TXN-00045657,565.38
TXN-00024668,645.62
TXN-00074888,721.04
TXN-00053592,170.54
TXN-00089273,942.38
TXN-00061661,683.84
TXN-00092638,426.19
TXN-00082409,482.28
TXN-00038531,243.14
TXN-00006590,409.95
TXN-00040649,845.17
TXN-00015174,629.8
TXN-00071665,485.47
TXN-00044418,127.15
TXN-00092410,192.52
TXN-00052885,749.15
TXN-00014529,605.73
TXN-00064694,580.27
TXN-00055854,276.1
TXN-00004857,306.87
TXN-00075622,592.42
TXN-00012477,186.67
TXN-00015499,297.03
TXN-00006807,410.31
TXN-00091619,608.93
TXN-00049888,322.13
TXN-00065920,557.68
TXN-00069899,933.55
TXN-00072604,499.98
TXN-00091834,701.49
TXN-00048861,756.01
TXN-00092403,743.14
TXN-00040105,655.58
TXN-00085815,51.61
TXN-00071869,896.07
TXN-00085091,877.82
TXN-00018528,373.31
TXN-00026462,987.15
TXN-00088904,531.61
CORRUPT_DATA_#@!,110.52
CORRUPT_DATA_#@!,546.03
TXN-00055336,370.82
TXN-00008500,222.33
TXN-00030688,439.97
TXN-00040812,128.66
TXN-00024499,841.38
TXN-00068057,759.65
TXN-00041804,413.43
TXN-00020038,850.32
TXN-00038728,962.11
TXN-00073435,353.97
TXN-00007996,592.27
TXN-00016713,546.74
TXN-00068149,685.68
TXN-00090452,558.16
TXN-00081932,88.21
TXN-00043406,921.38
TXN-00039231,626.5
TXN-00050057,930.1
TXN-00052017,168.64
TXN-00003659,493.17
TXN-00087269,546.3
CORRUPT_DATA_#@!,596.41
TXN-00062716,766.17
TXN-00099434,606.86
TXN-00033433,239.09
TXN-00088657,836.45
